"MPIO_CDPMP","discap4t5","disbog4t5","eCDF_4t5","el_c4t5","em_c4t5","cs_c4t5","cw_c4t5","FID_4t5"
"05380",14.8012199401855,252.657501220703,0.436720142602496,0.163770053475936,0,0,0.262032085561497,1121
"05390",60.4661903381348,216.417404174805,0.348484848484849,0.130681818181818,0,0,0.209090909090909,385
"05400",49.4694290161133,214.968002319336,0.344028520499109,0.129010695187166,0,0,0.206417112299465,384
"05411",54.4892120361328,316.301605224609,0.571301247771836,0.214237967914438,0,0,0.342780748663102,383
"05425",106.981536865234,243.959747314453,0.412655971479501,0.154745989304813,0,0,0.247593582887701,382
"05440",38.1529579162598,234.106094360352,0.392156862745098,0.147058823529412,0,0,0.235294117647059,381
"05467",42.719295501709,224.400497436523,0.370766488413547,0.13903743315508,0,0,0.222459893048128,380
"05475",142.427719116211,398.318054199219,0.674688057040998,0.253008021390374,0,0,0.404812834224599,402
"05480",145.400787353516,409.705017089844,0.688057040998218,0.258021390374332,0,0,0.41283422459893,379
"05483",92.5254898071289,171.847610473633,0.248663101604278,0.0932486631016043,0,0,0.149197860962567,378
"05490",263.690979003906,524.386413574219,0.822638146167558,0.308489304812834,0,0,0.493582887700535,377
"05495",202.731140136719,399.166076660156,0.677361853832442,0.254010695187166,0,0,0.406417112299465,376
"05501",36.930778503418,300.156768798828,0.550802139037433,0.206550802139037,0,0,0.33048128342246,375
"05541",44.5638656616211,236.596740722656,0.397504456327986,0.149064171122995,0,0,0.238502673796791,374
"05543",88.3151245117188,347.854034423828,0.622994652406417,0.233622994652406,0,0,0.37379679144385,373
"05576",56.730411529541,244.232818603516,0.416221033868093,0.156082887700535,0,0,0.249732620320856,372
"05579",121.762329101562,237.926910400391,0.399286987522282,0.149732620320856,0,0,0.239572192513369,371
"05585",104.099952697754,201.65608215332,0.313725490196078,0.117647058823529,0,0,0.188235294117647,370
"05591",109.761489868164,185.078475952148,0.278966131907308,0.104612299465241,0,0,0.167379679144385,369
"05604",135.612274169922,284.734771728516,0.509803921568627,0.191176470588235,0,0,0.305882352941176,368
"05607",28.2506790161133,236.478363037109,0.39572192513369,0.148395721925134,0,0,0.237433155080214,367
"05615",30.1181735992432,237.789260864258,0.398395721925134,0.149398395721925,0,0,0.23903743315508,366
"05628",71.4579315185547,330.211517333984,0.595365418894831,0.223262032085562,0,0,0.357219251336898,365
"05631",16.2806663513184,249.938293457031,0.434046345811052,0.162767379679144,0,0,0.260427807486631,1120
