"MPIO_CDPMP","REGION","CÓDIGO DANE DEL DEPARTAMENTO","DEPARTAMENTO","mpio","MUNICIPIO","cdir6t9","el_t6t9","em_t6t9","cs_t6t9","cw_t6t9","FID_6t9"
"76890","Región Pacífico",76,"Valle del Cauca",76.89,"Yotoco","West",0.125,0,0.111,0.3,90
"76892","Región Pacífico",76,"Valle del Cauca",76.892,"Yumbo","West",0.125,0,0.111,0.3,91
"76895","Región Pacífico",76,"Valle del Cauca",76.895,"Zarzal","West",0.125,0,0.111,0.3,92
"81001","Región Llano",81,"Arauca",81.001,"Arauca","East",0.125,0,0.111,0.3,630
"81065","Región Llano",81,"Arauca",81.065,"Arauquita","East",0.125,0,0.111,0.3,633
"81220","Región Llano",81,"Arauca",81.22,"Cravo Norte","East",0.125,0,0.111,0.3,632
"81300","Región Llano",81,"Arauca",81.3,"Fortul","East",0.125,0,0.111,0.3,634
"81591","Región Llano",81,"Arauca",81.591,"Puerto Rondón","East",0.125,0,0.111,0.3,631
"81736","Región Llano",81,"Arauca",81.736,"Saravena","East",0.125,0,0.111,0.3,635
"81794","Región Llano",81,"Arauca",81.794,"Tame","East",0.125,0,0.111,0.3,636
"85001","Región Llano",85,"Casanare",85.001,"Yopal","East",0.125,0,0.111,0.3,189
"85010","Región Llano",85,"Casanare",85.01,"Aguazul","East",0.125,0,0.111,0.3,190
"85015","Región Llano",85,"Casanare",85.015,"Chámeza","East",0.125,0,0.111,0.3,191
"85125","Región Llano",85,"Casanare",85.125,"Hato Corozal","East",0.125,0,0.111,0.3,206
"85136","Región Llano",85,"Casanare",85.136,"La Salina","East",0.125,0,0.111,0.3,192
"85139","Región Llano",85,"Casanare",85.139,"Maní","East",0.125,0,0.111,0.3,193
"85162","Región Llano",85,"Casanare",85.162,"Monterrey","East",0.125,0,0.111,0.3,194
"85225","Región Llano",85,"Casanare",85.225,"Nunchía","East",0.125,0,0.111,0.3,195
"85230","Región Llano",85,"Casanare",85.23,"Orocué","East",0.125,0,0.111,0.3,196
"85250","Región Llano",85,"Casanare",85.25,"Paz de Ariporo","East",0.125,0,0.111,0.3,207
"85263","Región Llano",85,"Casanare",85.263,"Pore","East",0.125,0,0.111,0.3,197
"85279","Región Llano",85,"Casanare",85.279,"Recetor","East",0.125,0,0.111,0.3,198
"85300","Región Llano",85,"Casanare",85.3,"Sabanalarga","East",0.125,0,0.111,0.3,199
"85315","Región Llano",85,"Casanare",85.315,"Sácama","East",0.125,0,0.111,0.3,200
"85325","Región Llano",85,"Casanare",85.325,"San Luis de Gaceno","East",0.125,0,0.111,0.3,201
"85400","Región Llano",85,"Casanare",85.4,"Támara","East",0.125,0,0.111,0.3,202
"85410","Región Llano",85,"Casanare",85.41,"Tauramena","East",0.125,0,0.111,0.3,203
"85430","Región Llano",85,"Casanare",85.43,"Trinidad","East",0.125,0,0.111,0.3,204
"85440","Región Llano",85,"Casanare",85.44,"Villanueva","East",0.125,0,0.111,0.3,205
"86001","Región Centro Sur",86,"Putumayo",86.001,"Mocoa","South",0.25,0,0,0.5,100
"86219","Región Centro Sur",86,"Putumayo",86.219,"Colón","South",0.25,0,0,0.5,101
"86320","Región Centro Sur",86,"Putumayo",86.32,"Orito","South",0.25,0,0,0.5,102
"86568","Región Centro Sur",86,"Putumayo",86.568,"Puerto Asís","South",0.25,0,0,0.5,110
"86569","Región Centro Sur",86,"Putumayo",86.569,"Puerto Caicedo","South",0.25,0,0,0.5,109
"86571","Región Centro Sur",86,"Putumayo",86.571,"Puerto Guzmán","South",0.25,0,0,0.5,111
"86573","Región Centro Sur",86,"Putumayo",86.573,"Leguízamo","South",0.25,0,0,0.5,112
"86749","Región Centro Sur",86,"Putumayo",86.749,"Sibundoy","South",0.25,0,0,0.5,103
"86755","Región Centro Sur",86,"Putumayo",86.755,"San Francisco","South",0.25,0,0,0.5,104
"86757","Región Centro Sur",86,"Putumayo",86.757,"San Miguel","South",0.25,0,0,0.5,105
"86760","Región Centro Sur",86,"Putumayo",86.76,"Santiago","South",0.25,0,0,0.5,106
"86865","Región Centro Sur",86,"Putumayo",86.865,"Valle de Guamez","South",0.25,0,0,0.5,107
"86885","Región Centro Sur",86,"Putumayo",86.885,"Villagarzón","South",0.25,0,0,0.5,108
"88001","Región Caribe",88,"Archipiélago de San Andrés, Providencia y Santa Catalina",88.001,"San Andrés","North",0.25,0.222,0.333,0.1,628
"88564","Región Caribe",88,"Archipiélago de San Andrés, Providencia y Santa Catalina",88.564,"Providencia","North",0.25,0.222,0.333,0.1,629
"91001","Región Centro Sur",91,"Amazonas",91.001,"Leticia","South",0.25,0,0,0.5,208
"91263","Región Centro Sur",91,"Amazonas",91.263,"El Encanto","South",0.25,0,0,0.5,209
"91405","Región Centro Sur",91,"Amazonas",91.405,"La Chorrera","South",0.25,0,0,0.5,210
"91407","Región Centro Sur",91,"Amazonas",91.407,"La Pedrera","South",0.25,0,0,0.5,211
"91430","Región Centro Sur",91,"Amazonas",91.43,"La Victoria","South",0.25,0,0,0.5,212
"91460","Región Centro Sur",91,"Amazonas",91.46,"Miriti Paraná","South",0.25,0,0,0.5,213
"91530","Región Centro Sur",91,"Amazonas",91.53,"Puerto Alegría","South",0.25,0,0,0.5,214
"91536","Región Centro Sur",91,"Amazonas",91.536,"Puerto Arica","South",0.25,0,0,0.5,215
"91540","Región Centro Sur",91,"Amazonas",91.54,"Puerto Nariño","South",0.25,0,0,0.5,216
"91669","Región Centro Sur",91,"Amazonas",91.669,"Puerto Santander","South",0.25,0,0,0.5,217
"91798","Región Centro Sur",91,"Amazonas",91.798,"Tarapacá","South",0.25,0,0,0.5,218
"94001","Región Llano",94,"Guainía",94.001,"Inírida","East",0.125,0,0.111,0.3,176
"94343","Región Llano",94,"Guainía",94.343,"Barranco Minas","East",0.125,0,0.111,0.3,177
"94663","Región Llano",94,"Guainía",94.663,"Mapiripana","East",0.125,0,0.111,0.3,178
"94883","Región Llano",94,"Guainía",94.883,"San Felipe","East",0.125,0,0.111,0.3,179
"94884","Región Llano",94,"Guainía",94.884,"Puerto Colombia","East",0.125,0,0.111,0.3,180
"94885","Región Llano",94,"Guainía",94.885,"La Guadalupe","East",0.125,0,0.111,0.3,181
"94886","Región Llano",94,"Guainía",94.886,"Cacahual","East",0.125,0,0.111,0.3,182
"94887","Región Llano",94,"Guainía",94.887,"Pana Pana","East",0.125,0,0.111,0.3,183
"94888","Región Llano",94,"Guainía",94.888,"Morichal","East",0.125,0,0.111,0.3,184
"95001","Región Llano",95,"Guaviare",95.001,"San José del Guaviare","East",0.125,0,0.111,0.3,225
"95015","Región Llano",95,"Guaviare",95.015,"Calamar","East",0.125,0,0.111,0.3,226
"95025","Región Llano",95,"Guaviare",95.025,"El Retorno","East",0.125,0,0.111,0.3,227
"95200","Región Llano",95,"Guaviare",95.2,"Miraflores","East",0.125,0,0.111,0.3,228
"97001","Región Centro Sur",97,"Vaupés",97.001,"Mitú","South",0.25,0,0,0.5,219
"97161","Región Centro Sur",97,"Vaupés",97.161,"Carurú","South",0.25,0,0,0.5,220
"97511","Región Centro Sur",97,"Vaupés",97.511,"Pacoa","South",0.25,0,0,0.5,221
"97666","Región Centro Sur",97,"Vaupés",97.666,"Taraira","South",0.25,0,0,0.5,222
"97777","Región Centro Sur",97,"Vaupés",97.777,"Papunahua","South",0.25,0,0,0.5,223
"97889","Región Centro Sur",97,"Vaupés",97.889,"Yavaraté","South",0.25,0,0,0.5,224
"99001","Región Llano",99,"Vichada",99.001,"Puerto Carreño","East",0.125,0,0.111,0.3,186
"99524","Región Llano",99,"Vichada",99.524,"La Primavera","East",0.125,0,0.111,0.3,187
"99624","Región Llano",99,"Vichada",99.624,"Santa Rosalía","East",0.125,0,0.111,0.3,185
"99773","Región Llano",99,"Vichada",99.773,"Cumaribo","East",0.125,0,0.111,0.3,188
